Student_ID,Status,Kohort,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-0481,Graduate,Telah Selesai,0.0,15.7,Rendah,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,127.0,120.0,5,3,12.0,5,5,13.2,80.0,12.6,Baik (>75%),7.6,2.6,0.32
STD-0482,Graduate,Telah Selesai,0.0,3.8,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,120.4,121.0,6,6,12.833333333333334,6,6,12.285714285714286,100.0,12.56,Baik (>75%),15.5,2.8,-4.06
STD-0483,Graduate,Telah Selesai,0.0,39.1,Sedang,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.5,122.0,6,6,11.666666666666666,6,3,12.0,75.0,11.83,Sedang (50-75%),7.6,2.6,0.32
STD-0484,Graduate,Telah Selesai,0.0,7.5,Rendah,Oral Hygiene,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,123.9,122.0,7,7,12.1625,8,8,13.825,100.0,12.99,Baik (>75%),13.9,-0.3,0.79
STD-0485,Graduate,Telah Selesai,0.0,5.9,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.8,123.0,6,6,13.833333333333334,6,6,14.555555555555555,100.0,14.19,Baik (>75%),10.8,1.4,1.74
STD-0486,Graduate,Telah Selesai,0.0,4.8,Rendah,Advertising & Marketing,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,110.0,110.0,6,6,12.125,6,6,13.571428571428571,100.0,12.85,Baik (>75%),11.1,0.6,2.02
STD-0487,Dropout,Telah Selesai,1.0,77.1,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Perempuan,28-35,29,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,141.0,120.0,15,11,11.454545454545457,13,11,11.545454545454543,78.6,11.5,Baik (>75%),10.8,1.4,1.74
STD-0488,Dropout,Telah Selesai,1.0,98.5,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Menunggak,Ya,Tidak,Tidak,Domestik,111.5,133.1,6,4,12.0,6,3,10.0,58.3,11.0,Sedang (50-75%),7.6,2.6,0.32
STD-0489,Dropout,Telah Selesai,1.0,98.9,Tinggi,Basic Education,Over 23 years old,Reguler (Siang),Perempuan,28-35,31,Divorced,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,140.0,143.0,7,6,12.666666666666666,7,5,12.6,78.6,12.63,Baik (>75%),8.9,1.4,3.51
STD-0490,Graduate,Telah Selesai,0.0,9.7,Rendah,Advertising & Marketing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Ya,Domestik,134.3,149.0,6,6,12.666666666666666,6,6,13.77777777777778,100.0,13.22,Baik (>75%),10.8,1.4,1.74
STD-0491,Graduate,Telah Selesai,0.0,1.4,Rendah,Agronomy,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,125.3,133.0,18,18,11.88888888888889,13,13,11.461538461538462,100.0,11.68,Baik (>75%),15.5,2.8,-4.06
STD-0492,Dropout,Telah Selesai,1.0,100.0,Tinggi,Equinculture,Holder of other higher course,Reguler (Siang),Perempuan,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,140.0,140.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-0493,Dropout,Telah Selesai,1.0,97.6,Tinggi,Communication Design,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,119.6,122.0,6,4,13.0,6,4,11.6,66.7,12.3,Sedang (50-75%),10.8,1.4,1.74
STD-0494,Graduate,Telah Selesai,0.0,16.9,Rendah,Nursing,Holder of other higher course,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,170.0,170.0,7,7,16.885714285714283,8,8,15.744444444444444,100.0,16.32,Baik (>75%),16.2,0.3,-0.92
STD-0495,Graduate,Telah Selesai,0.0,6.5,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,150.5,120.0,6,6,12.5,6,6,12.333333333333334,100.0,12.42,Baik (>75%),15.5,2.8,-4.06
STD-0496,Graduate,Telah Selesai,0.0,0.7,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,128.0,143.0,7,7,13.055555555555555,8,8,15.8125,100.0,14.43,Baik (>75%),13.9,-0.3,0.79
STD-0497,Dropout,Telah Selesai,1.0,80.9,Tinggi,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,108.7,115.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-0498,Dropout,Telah Selesai,1.0,99.8,Tinggi,Equinculture,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Lunas,Ya,Ya,Tidak,Domestik,121.6,123.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-0499,Graduate,Telah Selesai,0.0,4.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,125.3,131.0,8,7,12.355714285714283,8,7,12.355714285714283,87.5,12.36,Baik (>75%),10.8,1.4,1.74
STD-0500,Dropout,Telah Selesai,1.0,98.9,Tinggi,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,117.6,127.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-0501,Graduate,Telah Selesai,0.0,14.0,Rendah,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Lunas,Ya,Ya,Tidak,Domestik,106.1,112.0,7,7,13.857142857142858,7,7,12.571428571428571,100.0,13.21,Baik (>75%),8.9,1.4,3.51
STD-0502,Graduate,Telah Selesai,0.0,2.2,Rendah,Social Service (eve),1st phase - general,Kelas Malam,Perempuan,24-27,24,Married,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,139.9,150.0,6,5,13.0,6,6,14.166666666666666,91.7,13.58,Baik (>75%),9.4,-0.8,-3.12
STD-0503,Graduate,Telah Selesai,0.0,5.4,Rendah,Communication Design,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.8,116.0,6,6,12.833333333333334,6,6,11.166666666666666,100.0,12.0,Baik (>75%),12.4,0.5,1.79
STD-0504,Graduate,Telah Selesai,0.0,4.3,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,117.8,130.0,8,7,12.357142857142858,8,7,12.357142857142858,87.5,12.36,Baik (>75%),12.7,3.7,-1.7
STD-0505,Graduate,Telah Selesai,0.0,5.5,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,127.5,144.0,8,7,13.857142857142858,8,7,13.857142857142858,87.5,13.86,Baik (>75%),12.7,3.7,-1.7
STD-0506,Graduate,Telah Selesai,0.0,3.0,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,129.7,105.0,6,6,12.333333333333334,6,6,10.666666666666666,100.0,11.5,Baik (>75%),9.4,-0.8,-3.12
STD-0507,Graduate,Telah Selesai,0.0,5.2,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.6,143.0,7,7,12.847142857142858,8,8,13.788888888888888,100.0,13.32,Baik (>75%),16.2,0.3,-0.92
STD-0508,Graduate,Telah Selesai,0.0,4.9,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,126.3,137.0,7,6,12.339999999999998,8,8,13.01875,93.3,12.68,Baik (>75%),11.1,0.6,2.02
STD-0509,Graduate,Telah Selesai,0.0,8.6,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,105.0,133.1,6,6,13.833333333333334,6,6,12.5,100.0,13.17,Baik (>75%),12.7,3.7,-1.7
STD-0510,Dropout,Telah Selesai,1.0,94.7,Tinggi,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,114.6,116.0,5,2,10.75,5,2,10.0,40.0,10.38,Rendah (25-50%),13.9,-0.3,0.79
STD-0511,Dropout,Telah Selesai,1.0,90.4,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,114.6,117.0,6,4,13.25,6,4,10.25,66.7,11.75,Sedang (50-75%),9.4,-0.8,-3.12
STD-0512,Graduate,Telah Selesai,0.0,1.2,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,131.0,137.0,8,8,13.73125,8,8,13.73125,100.0,13.73,Baik (>75%),9.4,-0.8,-3.12
STD-0513,Dropout,Telah Selesai,1.0,29.7,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Perempuan,21-23,23,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,109.0,116.0,6,6,13.333333333333334,6,3,12.666666666666666,75.0,13.0,Sedang (50-75%),11.1,0.6,2.02
STD-0514,Dropout,Telah Selesai,1.0,47.2,Sedang,Basic Education,1st phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,132.0,133.1,6,5,12.0,6,5,10.8,83.3,11.4,Baik (>75%),12.7,3.7,-1.7
STD-0515,Graduate,Telah Selesai,0.0,3.4,Rendah,Social Service (eve),Tech. specialization holder,Kelas Malam,Perempuan,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,130.0,9,9,10.88888888888889,8,6,11.333333333333334,88.2,11.11,Baik (>75%),11.1,0.6,2.02
STD-0516,Graduate,Telah Selesai,0.0,4.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,109.5,106.0,7,7,13.025,8,8,13.811111111111112,100.0,13.42,Baik (>75%),13.9,-0.3,0.79
STD-0517,Graduate,Telah Selesai,0.0,5.9,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,115.9,125.0,6,6,13.0,6,6,14.166666666666666,100.0,13.58,Baik (>75%),12.4,0.5,1.79
STD-0518,Graduate,Telah Selesai,0.0,32.5,Sedang,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Ya,Domestik,131.6,134.0,6,5,11.8,6,5,12.0,83.3,11.9,Baik (>75%),10.8,1.4,1.74
STD-0519,Graduate,Telah Selesai,0.0,4.8,Rendah,Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,25,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,120.0,133.1,8,7,12.042857142857144,8,7,12.042857142857144,87.5,12.04,Baik (>75%),12.7,3.7,-1.7
STD-0520,Graduate,Telah Selesai,0.0,1.2,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,136.4,136.0,7,7,12.8375,8,8,15.5,100.0,14.17,Baik (>75%),13.9,-0.3,0.79
STD-0521,Graduate,Telah Selesai,0.0,9.4,Rendah,Oral Hygiene,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Ya,Lunas,Ya,Tidak,Tidak,Domestik,120.0,120.0,7,7,11.0,8,7,11.7,93.3,11.35,Baik (>75%),12.7,3.7,-1.7
STD-0522,Graduate,Telah Selesai,0.0,4.1,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,132.6,135.0,6,6,13.5,6,5,14.0,91.7,13.75,Baik (>75%),8.9,1.4,3.51
STD-0523,Graduate,Telah Selesai,0.0,2.3,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,112.9,122.0,6,6,12.125,6,6,12.714285714285714,100.0,12.42,Baik (>75%),16.2,0.3,-0.92
STD-0524,Graduate,Telah Selesai,0.0,3.2,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,134.3,147.0,8,7,12.62857142857143,8,7,12.62857142857143,87.5,12.63,Baik (>75%),12.7,3.7,-1.7
STD-0525,Graduate,Telah Selesai,0.0,14.2,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,117.2,121.0,6,5,11.2,6,5,11.6,83.3,11.4,Baik (>75%),15.5,2.8,-4.06
STD-0526,Dropout,Telah Selesai,1.0,3.6,Rendah,Journalism & Comm,3rd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,129.8,135.0,6,6,12.666666666666666,6,6,11.833333333333334,100.0,12.25,Baik (>75%),12.7,3.7,-1.7
STD-0527,Dropout,Telah Selesai,1.0,99.9,Tinggi,Advertising & Marketing,Over 23 years old,Reguler (Siang),Perempuan,28-35,34,Married,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,158.0,130.0,6,4,13.5,6,0,0.0,33.3,6.75,Rendah (25-50%),12.7,3.7,-1.7
STD-0528,Dropout,Telah Selesai,1.0,100.0,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,115.0,108.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),8.9,1.4,3.51
STD-0529,Graduate,Telah Selesai,0.0,10.4,Rendah,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,26,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,152.4,140.0,5,5,12.0,5,5,14.833333333333334,100.0,13.42,Baik (>75%),10.8,1.4,1.74
STD-0530,Graduate,Telah Selesai,0.0,3.3,Rendah,Oral Hygiene,Change of course,Reguler (Siang),Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,110.2,120.0,7,7,12.228571428571428,8,8,13.2125,100.0,12.72,Baik (>75%),10.8,1.4,1.74
STD-0531,Graduate,Telah Selesai,0.0,27.1,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.5,117.0,5,4,11.5,5,4,10.75,80.0,11.12,Baik (>75%),9.4,-0.8,-3.12
STD-0532,Graduate,Telah Selesai,0.0,2.1,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,144.4,151.0,6,6,15.375,6,6,16.428571428571427,100.0,15.9,Baik (>75%),16.2,0.3,-0.92
STD-0533,Graduate,Telah Selesai,0.0,22.8,Rendah,Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,133.1,8,7,12.614285714285714,8,7,12.614285714285714,87.5,12.61,Baik (>75%),12.7,3.7,-1.7
STD-0534,Graduate,Telah Selesai,0.0,7.6,Rendah,Social Service,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,126.3,130.0,6,5,12.2,6,6,11.5,91.7,11.85,Baik (>75%),13.9,-0.3,0.79
STD-0535,Graduate,Telah Selesai,0.0,52.0,Sedang,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.9,125.0,6,4,11.75,6,4,11.0,66.7,11.38,Sedang (50-75%),10.8,1.4,1.74
STD-0536,Graduate,Telah Selesai,0.0,26.7,Rendah,Social Service (eve),Change of institution/course,Kelas Malam,Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,112.3,121.0,16,13,10.923076923076923,13,11,11.454545454545457,82.8,11.19,Baik (>75%),16.2,0.3,-0.92
STD-0537,Graduate,Telah Selesai,0.0,10.9,Rendah,Communication Design,Change of course,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,127.0,141.0,6,5,12.4,6,5,12.4,83.3,12.4,Baik (>75%),12.7,3.7,-1.7
STD-0538,Dropout,Telah Selesai,1.0,99.9,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,24-27,25,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,130.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-0539,Graduate,Telah Selesai,0.0,3.4,Rendah,Agronomy,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,180.0,180.0,6,6,15.833333333333334,6,6,15.5,100.0,15.67,Baik (>75%),15.5,2.8,-4.06
STD-0540,Graduate,Telah Selesai,0.0,10.7,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,115.8,127.0,6,6,12.571428571428571,6,6,13.666666666666666,100.0,13.12,Baik (>75%),13.9,-0.3,0.79
STD-0541,Graduate,Telah Selesai,0.0,24.0,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,136.5,126.0,5,3,12.0,5,4,13.25,70.0,12.62,Sedang (50-75%),7.6,2.6,0.32
STD-0542,Graduate,Telah Selesai,0.0,9.4,Rendah,Nursing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,129.0,143.0,7,7,13.3625,8,8,14.444444444444445,100.0,13.9,Baik (>75%),13.9,-0.3,0.79
STD-0543,Graduate,Telah Selesai,0.0,1.1,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Internasional,137.6,144.0,5,5,15.4,5,5,16.0,100.0,15.7,Baik (>75%),10.8,1.4,1.74
STD-0544,Dropout,Telah Selesai,1.0,97.9,Tinggi,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,129.5,126.0,6,5,12.2,6,4,11.75,75.0,11.98,Sedang (50-75%),10.8,1.4,1.74
STD-0545,Graduate,Telah Selesai,0.0,0.9,Rendah,Social Service,Change of institution/course,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,129.1,140.0,11,11,12.818181818181818,11,11,13.545454545454543,100.0,13.18,Baik (>75%),12.4,0.5,1.79
STD-0546,Dropout,Telah Selesai,1.0,100.0,Tinggi,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.2,148.0,7,0,0.0,8,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-0547,Graduate,Telah Selesai,0.0,1.2,Rendah,Nursing,Transfer,Reguler (Siang),Perempuan,28-35,28,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.3,100.0,17,17,13.394736842105264,17,17,13.554736842105264,100.0,13.47,Baik (>75%),16.2,0.3,-0.92
STD-0548,Graduate,Telah Selesai,0.0,1.9,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,138.4,151.0,6,6,14.25,6,6,11.0,100.0,12.62,Baik (>75%),12.7,3.7,-1.7
STD-0549,Dropout,Telah Selesai,1.0,2.6,Rendah,Social Service (eve),Transfer,Kelas Malam,Perempuan,28-35,30,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,120.0,11,9,13.444444444444445,7,7,14.714285714285714,88.9,14.08,Baik (>75%),7.6,2.6,0.32
STD-0550,Graduate,Telah Selesai,0.0,2.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,123.5,135.0,7,7,12.285714285714286,8,8,11.7375,100.0,12.01,Baik (>75%),12.4,0.5,1.79
STD-0551,Graduate,Telah Selesai,0.0,6.2,Rendah,Communication Design,1st phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,116.1,121.0,6,6,11.666666666666666,6,5,13.2,91.7,12.43,Baik (>75%),12.7,3.7,-1.7
STD-0552,Graduate,Telah Selesai,0.0,3.0,Rendah,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.8,116.0,6,6,12.166666666666666,6,6,13.5,100.0,12.83,Baik (>75%),11.1,0.6,2.02
STD-0553,Dropout,Telah Selesai,1.0,99.5,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,142.8,147.0,6,2,10.0,6,2,11.0,33.3,10.5,Rendah (25-50%),7.6,2.6,0.32
STD-0554,Graduate,Telah Selesai,0.0,4.1,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,155.5,160.0,6,6,14.0,6,6,15.0,100.0,14.5,Baik (>75%),11.1,0.6,2.02
STD-0555,Dropout,Telah Selesai,1.0,100.0,Tinggi,Journalism & Comm,Over 23 years old,Reguler (Siang),Laki-laki,>35,50,Married,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,163.5,100.0,6,1,15.0,5,0,0.0,9.1,7.5,Kritis (<25%),10.8,1.4,1.74
STD-0556,Graduate,Telah Selesai,0.0,48.2,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Internasional,161.9,151.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),13.9,-0.3,0.79
STD-0557,Graduate,Telah Selesai,0.0,11.8,Rendah,Tourism,2nd phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,123.3,124.0,6,6,10.833333333333334,6,6,10.666666666666666,100.0,10.75,Baik (>75%),13.9,-0.3,0.79
STD-0558,Graduate,Telah Selesai,0.0,3.4,Rendah,Social Service,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,23,Single,Ya,Lunas,Ya,Tidak,Tidak,Internasional,137.5,140.0,6,6,13.142857142857142,6,6,14.0,100.0,13.57,Baik (>75%),12.4,0.5,1.79
STD-0559,Dropout,Telah Selesai,1.0,56.5,Sedang,Veterinary Nursing,3rd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Menunggak,Ya,Tidak,Tidak,Domestik,166.6,170.0,5,5,14.4,5,5,14.0,100.0,14.2,Baik (>75%),12.7,3.7,-1.7
STD-0560,Dropout,Telah Selesai,1.0,99.9,Tinggi,Social Service,Over 23 years old,Reguler (Siang),Perempuan,>35,44,Divorced,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,103.5,133.1,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),13.9,-0.3,0.79
STD-0561,Graduate,Telah Selesai,0.0,91.6,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Laki-laki,>35,49,Divorced,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,110.0,133.1,12,7,12.0,12,9,11.22222222222222,66.7,11.61,Sedang (50-75%),15.5,2.8,-4.06
STD-0562,Graduate,Telah Selesai,0.0,12.1,Rendah,Management (evening),Change of course,Kelas Malam,Laki-laki,>35,46,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,128.2,100.0,10,9,12.2,10,10,12.8,95.0,12.5,Baik (>75%),7.6,2.6,0.32
STD-0563,Dropout,Telah Selesai,1.0,96.0,Tinggi,Veterinary Nursing,Over 23 years old,Reguler (Siang),Laki-laki,>35,41,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,137.7,120.0,3,3,12.333333333333334,2,2,11.0,100.0,11.67,Baik (>75%),12.4,0.5,1.79
STD-0564,Graduate,Telah Selesai,0.0,4.9,Rendah,Nursing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.8,133.0,7,7,11.8375,8,8,12.48125,100.0,12.16,Baik (>75%),13.9,-0.3,0.79
STD-0565,Graduate,Telah Selesai,0.0,18.0,Rendah,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,>35,43,Widower,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,170.0,120.0,5,5,11.8,5,5,14.0,100.0,12.9,Baik (>75%),9.4,-0.8,-3.12
STD-0566,Dropout,Telah Selesai,1.0,100.0,Tinggi,Management,Over 23 years old,Reguler (Siang),Laki-laki,>35,70,Divorced,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,116.4,133.1,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-0567,Dropout,Telah Selesai,1.0,99.9,Tinggi,Equinculture,Over 23 years old,Reguler (Siang),Laki-laki,>35,48,Divorced,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.9,133.1,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
