Student_ID,Status,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-1343,Graduate,0,1.5,Rendah,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,113.9,124.0,5,5,12.0,5,4,15.0,90.0,13.5,Baik (>75%),12.7,3.7,-1.7
STD-1344,Graduate,0,11.3,Rendah,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,124.6,133.0,6,5,13.0,6,5,13.5,83.3,13.25,Baik (>75%),9.4,-0.8,-3.12
STD-1345,Dropout,1,57.8,Sedang,Communication Design,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Ya,Menunggak,Ya,Ya,Tidak,Domestik,123.8,122.0,6,6,11.833333333333334,6,6,11.0,100.0,11.42,Baik (>75%),12.7,3.7,-1.7
STD-1346,Graduate,0,10.6,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.3,138.0,6,6,14.0,6,6,13.333333333333334,100.0,13.67,Baik (>75%),8.9,1.4,3.51
STD-1347,Graduate,0,12.2,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,120.4,134.0,6,6,12.333333333333334,6,6,13.5,100.0,12.92,Baik (>75%),16.2,0.3,-0.92
STD-1348,Enrolled,0,5.5,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,120.5,128.0,7,5,13.04,7,7,12.5,85.7,12.77,Baik (>75%),12.4,0.5,1.79
STD-1349,Enrolled,0,26.8,Rendah,Veterinary Nursing,Short cycle holder,Reguler (Siang),Perempuan,21-23,23,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,144.9,140.0,11,11,13.166666666666666,9,8,13.333333333333334,95.0,13.25,Baik (>75%),8.9,1.4,3.51
STD-1350,Graduate,0,5.3,Rendah,Veterinary Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,139.9,133.1,6,6,12.5,6,6,12.833333333333334,100.0,12.67,Baik (>75%),8.9,1.4,3.51
STD-1351,Graduate,0,39.3,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.3,142.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1352,Graduate,0,2.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.0,141.0,8,7,15.657142857142857,8,7,15.657142857142857,87.5,15.66,Baik (>75%),12.7,3.7,-1.7
STD-1353,Graduate,0,3.3,Rendah,Communication Design,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,133.5,145.0,6,6,12.166666666666666,6,6,11.333333333333334,100.0,11.75,Baik (>75%),12.7,3.7,-1.7
STD-1354,Dropout,1,94.0,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.9,145.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1355,Enrolled,0,4.3,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,105.9,108.0,6,5,10.6,6,5,11.166666666666666,83.3,10.88,Baik (>75%),11.1,0.6,2.02
STD-1356,Enrolled,0,2.6,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,124.3,132.0,6,6,13.428571428571429,6,5,12.666666666666666,91.7,13.05,Baik (>75%),13.9,-0.3,0.79
STD-1357,Dropout,1,94.2,Tinggi,Journalism & Comm,Over 23 years old,Reguler (Siang),Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,102.5,140.0,6,4,11.75,6,0,0.0,33.3,5.88,Rendah (25-50%),7.6,2.6,0.32
STD-1358,Dropout,1,97.1,Tinggi,Tourism,Over 23 years old,Reguler (Siang),Laki-laki,>35,36,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,97.0,133.1,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-1359,Dropout,1,92.2,Tinggi,Animation & Multimedia,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,134.7,128.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1360,Dropout,1,96.2,Tinggi,Informatics Engineering,Transfer,Reguler (Siang),Laki-laki,24-27,27,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,113.8,120.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-1361,Dropout,1,40.9,Sedang,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,116.9,120.0,5,1,13.0,5,0,0.0,10.0,6.5,Kritis (<25%),8.9,1.4,3.51
STD-1362,Graduate,0,5.6,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,124.0,139.0,8,7,13.331428571428573,8,7,13.331428571428573,87.5,13.33,Baik (>75%),10.8,1.4,1.74
STD-1363,Dropout,1,96.3,Tinggi,Communication Design,Over 23 years old,Reguler (Siang),Laki-laki,28-35,28,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,117.5,139.3,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-1364,Graduate,0,27.9,Rendah,Animation & Multimedia,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,154.8,150.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-1365,Graduate,0,1.6,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,141.0,138.0,7,6,13.7,7,6,13.7,85.7,13.7,Baik (>75%),7.6,2.6,0.32
STD-1366,Dropout,1,98.7,Tinggi,Advertising & Marketing,Over 23 years old,Reguler (Siang),Laki-laki,24-27,26,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,120.0,133.1,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-1367,Dropout,1,3.9,Rendah,Informatics Engineering,Change of institution/course,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.6,136.0,9,9,13.454545454545457,7,6,13.875,93.8,13.66,Baik (>75%),11.1,0.6,2.02
STD-1368,Graduate,0,3.1,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.0,134.0,8,7,12.2,8,7,12.2,87.5,12.2,Baik (>75%),12.7,3.7,-1.7
STD-1369,Dropout,1,13.4,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,140.0,5,3,10.0,5,4,11.0,70.0,10.5,Sedang (50-75%),12.7,3.7,-1.7
STD-1370,Graduate,0,3.1,Rendah,Advertising & Marketing,Short cycle holder,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,114.2,110.0,6,5,13.0,6,6,12.857142857142858,91.7,12.93,Baik (>75%),8.9,1.4,3.51
STD-1371,Graduate,0,2.3,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Laki-laki,28-35,29,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,95.5,133.1,6,6,12.0,6,6,14.0,100.0,13.0,Baik (>75%),11.1,0.6,2.02
STD-1372,Graduate,0,2.9,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,129.0,8,7,15.028571428571428,8,7,15.028571428571428,87.5,15.03,Baik (>75%),12.7,3.7,-1.7
STD-1373,Graduate,0,4.1,Rendah,Social Service,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,111.1,116.0,6,6,12.0,6,6,11.714285714285714,100.0,11.86,Baik (>75%),15.5,2.8,-4.06
STD-1374,Graduate,0,5.7,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.6,130.0,6,5,12.0,6,5,12.4,83.3,12.2,Baik (>75%),9.4,-0.8,-3.12
STD-1375,Dropout,1,90.6,Tinggi,Oral Hygiene,Holder of other higher course,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,130.0,130.0,7,3,13.666666666666666,8,3,11.333333333333334,40.0,12.5,Rendah (25-50%),10.8,1.4,1.74
STD-1376,Dropout,1,67.6,Tinggi,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,111.1,116.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),13.9,-0.3,0.79
STD-1377,Enrolled,0,7.2,Rendah,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.7,136.0,5,5,12.0,5,4,12.5,90.0,12.25,Baik (>75%),15.5,2.8,-4.06
STD-1378,Graduate,0,25.4,Rendah,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,134.4,147.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1379,Dropout,1,95.4,Tinggi,Communication Design,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,131.0,117.0,6,1,14.0,6,0,0.0,8.3,7.0,Kritis (<25%),9.4,-0.8,-3.12
STD-1380,Dropout,1,89.1,Tinggi,Social Service,Change of institution/course,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,125.0,141.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-1381,Graduate,0,14.4,Rendah,Oral Hygiene,3rd phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,106.0,133.1,7,7,12.375,7,5,12.583333333333334,85.7,12.48,Baik (>75%),8.9,1.4,3.51
STD-1382,Dropout,1,98.1,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Laki-laki,28-35,32,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,128.0,133.1,7,0,0.0,8,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-1383,Graduate,0,20.6,Rendah,Agronomy,Holder of other higher course,Reguler (Siang),Laki-laki,24-27,27,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,120.0,18,18,11.421052631578949,13,13,11.076923076923077,100.0,11.25,Baik (>75%),15.5,2.8,-4.06
STD-1384,Graduate,0,2.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.8,148.0,7,6,13.35,7,6,13.35,85.7,13.35,Baik (>75%),7.6,2.6,0.32
STD-1385,Graduate,0,51.7,Sedang,Communication Design,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,112.0,130.0,6,6,15.0,6,2,16.0,66.7,15.5,Sedang (50-75%),15.5,2.8,-4.06
STD-1386,Dropout,1,91.1,Tinggi,Equinculture,1st phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,116.1,120.0,5,2,10.5,5,0,0.0,20.0,5.25,Kritis (<25%),12.7,3.7,-1.7
STD-1387,Dropout,1,93.3,Tinggi,Equinculture,Change of course,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,120.0,120.0,6,0,0.0,4,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1388,Graduate,0,6.3,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,119.7,133.0,5,5,13.25,5,5,11.833333333333334,100.0,12.54,Baik (>75%),13.9,-0.3,0.79
STD-1389,Dropout,1,84.3,Tinggi,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.1,129.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-1390,Enrolled,0,37.4,Sedang,Veterinary Nursing,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,112.4,118.0,5,4,11.5,5,3,10.6,70.0,11.05,Sedang (50-75%),10.8,1.4,1.74
STD-1391,Graduate,0,3.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,131.0,140.0,8,8,13.88125,8,8,13.88125,100.0,13.88,Baik (>75%),9.4,-0.8,-3.12
STD-1392,Graduate,0,3.9,Rendah,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.9,127.0,6,6,11.333333333333334,6,5,12.6,91.7,11.97,Baik (>75%),9.4,-0.8,-3.12
STD-1393,Dropout,1,51.3,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Lunas,Tidak,Ya,Tidak,Domestik,134.9,131.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-1394,Graduate,0,2.1,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.1,132.0,6,6,12.857142857142858,6,6,13.666666666666666,100.0,13.26,Baik (>75%),13.9,-0.3,0.79
STD-1395,Graduate,0,6.7,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Lunas,Tidak,Ya,Tidak,Domestik,110.2,113.0,6,5,11.6,6,6,12.5,91.7,12.05,Baik (>75%),8.9,1.4,3.51
STD-1396,Graduate,0,5.0,Rendah,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,108.7,115.0,6,5,11.4,6,6,11.333333333333334,91.7,11.37,Baik (>75%),12.4,0.5,1.79
STD-1397,Enrolled,0,14.0,Rendah,Equinculture,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,138.0,133.1,6,6,13.333333333333334,6,6,13.0,100.0,13.17,Baik (>75%),16.2,0.3,-0.92
STD-1398,Graduate,0,3.0,Rendah,Communication Design,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,22,Single,Ya,Lunas,Ya,Tidak,Tidak,Domestik,147.7,150.0,7,7,13.571428571428571,9,9,13.77777777777778,100.0,13.67,Baik (>75%),12.4,0.5,1.79
STD-1399,Graduate,0,10.4,Rendah,Oral Hygiene,Over 23 years old,Reguler (Siang),Perempuan,28-35,31,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,123.0,133.1,7,6,11.833333333333334,7,7,12.228571428571428,92.9,12.03,Baik (>75%),12.4,0.5,1.79
STD-1400,Graduate,0,2.4,Rendah,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,142.8,141.0,7,7,14.428571428571429,7,7,14.142857142857142,100.0,14.29,Baik (>75%),16.2,0.3,-0.92
STD-1401,Enrolled,0,18.6,Rendah,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,138.3,140.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-1402,Graduate,0,7.2,Rendah,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,125.2,136.0,6,6,12.285714285714286,6,5,12.4,91.7,12.34,Baik (>75%),8.9,1.4,3.51
STD-1403,Graduate,0,9.5,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,141.8,140.0,5,5,14.4,5,5,13.8,100.0,14.1,Baik (>75%),7.6,2.6,0.32
STD-1404,Graduate,0,8.8,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,130.6,143.0,7,7,13.15,8,8,15.06875,100.0,14.11,Baik (>75%),13.9,-0.3,0.79
STD-1405,Dropout,1,95.5,Tinggi,Management,Tech. specialization holder,Reguler (Siang),Laki-laki,24-27,25,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Internasional,130.0,130.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-1406,Dropout,1,85.8,Tinggi,Informatics Engineering,International student,Reguler (Siang),Laki-laki,21-23,21,Single,Ya,Lunas,Tidak,Tidak,Tidak,Internasional,100.0,133.1,5,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-1407,Graduate,0,2.1,Rendah,Nursing,3rd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,119.0,129.0,8,7,12.342857142857143,8,7,12.342857142857143,87.5,12.34,Baik (>75%),10.8,1.4,1.74
STD-1408,Enrolled,0,10.2,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.3,132.0,6,5,12.2,6,5,10.8,83.3,11.5,Baik (>75%),10.8,1.4,1.74
STD-1409,Dropout,1,81.7,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.2,118.0,6,4,10.5,6,1,11.0,41.7,10.75,Rendah (25-50%),7.6,2.6,0.32
STD-1410,Graduate,0,3.2,Rendah,Management,International student,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,150.0,150.0,5,5,10.6,5,5,11.6,100.0,11.1,Baik (>75%),12.4,0.5,1.79
STD-1411,Dropout,1,97.5,Tinggi,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,58,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,135.5,133.1,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-1412,Graduate,0,4.3,Rendah,Social Service,1st phase - Madeira,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,127.3,122.0,6,4,11.25,6,6,12.0,83.3,11.62,Baik (>75%),10.8,1.4,1.74
STD-1413,Graduate,0,8.2,Rendah,Advertising & Marketing,Change of course,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,127.0,127.0,9,6,10.5,10,10,11.7,84.2,11.1,Baik (>75%),9.4,-0.8,-3.12
STD-1414,Enrolled,0,18.8,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,126.9,122.0,6,4,11.0,6,3,11.666666666666666,58.3,11.33,Sedang (50-75%),9.4,-0.8,-3.12
STD-1415,Graduate,0,10.0,Rendah,Nursing,3rd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.5,131.0,7,7,13.457142857142856,8,8,14.5125,100.0,13.98,Baik (>75%),13.9,-0.3,0.79
STD-1416,Graduate,0,8.8,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,122.0,130.0,5,5,12.6,5,4,12.333333333333334,90.0,12.47,Baik (>75%),7.6,2.6,0.32
STD-1417,Dropout,1,96.0,Tinggi,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,115.8,130.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),12.7,3.7,-1.7
STD-1418,Graduate,0,5.4,Rendah,Advertising & Marketing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,121.6,130.0,6,6,13.666666666666666,6,5,13.6,91.7,13.63,Baik (>75%),8.9,1.4,3.51
STD-1419,Graduate,0,19.9,Rendah,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Ya,Lunas,Ya,Ya,Tidak,Domestik,116.4,122.0,5,5,11.6,5,5,11.8,100.0,11.7,Baik (>75%),11.1,0.6,2.02
STD-1420,Dropout,1,9.6,Rendah,Equinculture,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,114.0,6,6,12.571428571428571,6,5,12.833333333333334,91.7,12.7,Baik (>75%),11.1,0.6,2.02
STD-1421,Dropout,1,28.8,Rendah,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.3,143.0,6,5,11.8,6,5,11.4,83.3,11.6,Baik (>75%),10.8,1.4,1.74
STD-1422,Enrolled,0,8.6,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,123.5,127.0,5,5,11.6,5,3,12.666666666666666,80.0,12.13,Baik (>75%),9.4,-0.8,-3.12
STD-1423,Graduate,0,2.6,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,125.6,141.0,6,6,11.333333333333334,6,6,11.833333333333334,100.0,11.58,Baik (>75%),8.9,1.4,3.51
STD-1424,Graduate,0,2.1,Rendah,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.5,129.0,6,6,10.666666666666666,6,6,11.5,100.0,11.08,Baik (>75%),7.6,2.6,0.32
STD-1425,Enrolled,0,13.3,Rendah,Equinculture,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,129.5,140.0,5,4,13.5,5,5,13.4,90.0,13.45,Baik (>75%),12.7,3.7,-1.7
STD-1426,Graduate,0,18.5,Rendah,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,134.6,137.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-1427,Graduate,0,4.4,Rendah,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,140.0,6,6,13.333333333333334,6,4,11.5,83.3,12.42,Baik (>75%),13.9,-0.3,0.79
STD-1428,Enrolled,0,22.9,Rendah,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.2,143.0,6,5,13.4,6,2,13.5,58.3,13.45,Sedang (50-75%),10.8,1.4,1.74
STD-1429,Enrolled,0,15.4,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Widower,Tidak,Lunas,Ya,Ya,Tidak,Domestik,133.5,138.0,6,3,10.2,6,4,12.25,58.3,11.22,Sedang (50-75%),12.7,3.7,-1.7
STD-1430,Graduate,0,3.3,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,117.9,120.0,6,5,13.0,6,6,12.833333333333334,91.7,12.92,Baik (>75%),8.9,1.4,3.51
STD-1431,Graduate,0,4.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,128.0,144.0,8,7,12.90857142857143,8,7,12.90857142857143,87.5,12.91,Baik (>75%),10.8,1.4,1.74
STD-1432,Dropout,1,69.2,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.2,123.0,6,4,12.0,6,1,10.0,41.7,11.0,Rendah (25-50%),10.8,1.4,1.74
STD-1433,Enrolled,0,4.6,Rendah,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,122.0,129.0,6,6,10.833333333333334,6,5,11.0,91.7,10.92,Baik (>75%),7.6,2.6,0.32
STD-1434,Graduate,0,6.0,Rendah,Communication Design,1st phase - Madeira,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,156.9,152.0,6,6,15.333333333333334,6,6,15.833333333333334,100.0,15.58,Baik (>75%),12.7,3.7,-1.7
STD-1435,Enrolled,0,3.7,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,125.1,130.0,7,6,12.816666666666668,8,6,12.875,80.0,12.85,Baik (>75%),11.1,0.6,2.02
