Student_ID,Status,Kohort,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-4099,Enrolled,Masih Aktif,,84.1,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,112.9,122.0,6,4,12.25,6,3,11.333333333333334,58.3,11.79,Sedang (50-75%),7.6,2.6,0.32
STD-3952,Enrolled,Masih Aktif,,83.8,Tinggi,Informatics Engineering,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Menunggak,Ya,Tidak,Tidak,Domestik,126.8,131.0,5,5,12.2,5,4,12.0,90.0,12.1,Baik (>75%),8.9,1.4,3.51
STD-3957,Enrolled,Masih Aktif,,83.7,Tinggi,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.4,125.0,5,3,11.333333333333334,5,2,10.5,50.0,10.92,Rendah (25-50%),9.4,-0.8,-3.12
STD-3817,Enrolled,Masih Aktif,,83.7,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,25,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,120.0,5,3,10.666666666666666,5,3,11.333333333333334,60.0,11.0,Sedang (50-75%),15.5,2.8,-4.06
STD-4254,Enrolled,Masih Aktif,,83.4,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Perempuan,28-35,28,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,121.4,133.1,7,4,13.375,7,5,13.5,64.3,13.44,Sedang (50-75%),13.9,-0.3,0.79
STD-3762,Enrolled,Masih Aktif,,83.4,Tinggi,Journalism & Comm,Change of course,Reguler (Siang),Laki-laki,28-35,32,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,116.9,140.0,11,7,11.285714285714286,7,6,12.333333333333334,72.2,11.81,Sedang (50-75%),13.9,-0.3,0.79
STD-3754,Enrolled,Masih Aktif,,83.3,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.7,133.0,6,5,11.833333333333334,6,4,12.0,75.0,11.92,Sedang (50-75%),15.5,2.8,-4.06
STD-3696,Enrolled,Masih Aktif,,83.0,Tinggi,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,140.0,140.0,6,5,12.666666666666666,6,2,13.5,58.3,13.08,Sedang (50-75%),16.2,0.3,-0.92
STD-4029,Enrolled,Masih Aktif,,82.9,Tinggi,Veterinary Nursing,3rd phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,104.6,106.0,6,5,14.0,6,4,14.8,75.0,14.4,Sedang (50-75%),11.1,0.6,2.02
STD-4036,Enrolled,Masih Aktif,,82.8,Tinggi,Management,1st phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Ya,Lunas,Ya,Tidak,Tidak,Domestik,118.8,130.0,5,5,10.666666666666666,5,2,11.0,70.0,10.83,Sedang (50-75%),15.5,2.8,-4.06
STD-3936,Enrolled,Masih Aktif,,82.7,Tinggi,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,120.0,9,7,11.285714285714286,8,4,12.25,64.7,11.77,Sedang (50-75%),12.7,3.7,-1.7
STD-4110,Enrolled,Masih Aktif,,82.6,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,>35,40,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.3,160.0,5,3,11.0,5,4,12.5,70.0,11.75,Sedang (50-75%),7.6,2.6,0.32
STD-4039,Enrolled,Masih Aktif,,82.6,Tinggi,Communication Design,Change of course,Reguler (Siang),Laki-laki,>35,38,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,160.0,6,5,16.0,6,4,16.5,75.0,16.25,Sedang (50-75%),13.9,-0.3,0.79
STD-4043,Enrolled,Masih Aktif,,82.6,Tinggi,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.1,139.0,5,4,12.5,5,3,14.666666666666666,70.0,13.58,Sedang (50-75%),7.6,2.6,0.32
STD-4256,Enrolled,Masih Aktif,,82.5,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,146.0,160.0,6,3,10.333333333333334,6,5,11.8,66.7,11.07,Sedang (50-75%),9.4,-0.8,-3.12
STD-3716,Enrolled,Masih Aktif,,82.1,Tinggi,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Ya,Lunas,Tidak,Ya,Tidak,Domestik,101.0,101.0,6,5,13.333333333333334,6,4,11.4,75.0,12.37,Sedang (50-75%),12.4,0.5,1.79
STD-4013,Enrolled,Masih Aktif,,82.1,Tinggi,Management,Change of course,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.8,130.0,5,0,0.0,5,3,13.333333333333334,30.0,6.67,Rendah (25-50%),16.2,0.3,-0.92
STD-3924,Enrolled,Masih Aktif,,81.7,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,109.3,117.0,6,4,12.25,6,3,12.666666666666666,58.3,12.46,Sedang (50-75%),7.6,2.6,0.32
STD-3729,Enrolled,Masih Aktif,,81.6,Tinggi,Advertising & Marketing,1st phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,138.0,133.1,6,6,12.625,6,2,14.5,66.7,13.56,Sedang (50-75%),11.1,0.6,2.02
STD-3704,Enrolled,Masih Aktif,,81.6,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Ya,Domestik,114.8,120.0,6,4,12.25,6,3,11.0,58.3,11.62,Sedang (50-75%),7.6,2.6,0.32
STD-4285,Enrolled,Masih Aktif,,81.4,Tinggi,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,117.0,133.1,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-3745,Enrolled,Masih Aktif,,81.1,Tinggi,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,116.5,128.0,5,3,11.666666666666666,5,2,11.0,50.0,11.33,Rendah (25-50%),7.6,2.6,0.32
STD-3662,Enrolled,Masih Aktif,,81.1,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.7,138.0,6,3,12.333333333333334,6,5,10.833333333333334,66.7,11.58,Sedang (50-75%),9.4,-0.8,-3.12
STD-4149,Enrolled,Masih Aktif,,81.0,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,28-35,34,Married,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,120.0,150.0,6,6,14.333333333333334,6,6,12.833333333333334,100.0,13.58,Baik (>75%),11.1,0.6,2.02
STD-3701,Enrolled,Masih Aktif,,81.0,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Ya,Domestik,140.0,150.0,7,5,11.2,8,5,12.14,66.7,11.67,Sedang (50-75%),16.2,0.3,-0.92
STD-3868,Enrolled,Masih Aktif,,80.9,Tinggi,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.2,143.0,6,5,13.4,6,2,13.5,58.3,13.45,Sedang (50-75%),10.8,1.4,1.74
STD-4211,Enrolled,Masih Aktif,,80.9,Tinggi,Social Service (eve),Change of course,Kelas Malam,Perempuan,21-23,23,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,134.7,148.0,13,9,11.0,11,7,11.571428571428571,66.7,11.29,Sedang (50-75%),15.5,2.8,-4.06
STD-3937,Enrolled,Masih Aktif,,80.8,Tinggi,Communication Design,2nd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.2,152.0,6,5,11.8,6,4,12.0,75.0,11.9,Sedang (50-75%),15.5,2.8,-4.06
STD-4152,Enrolled,Masih Aktif,,80.8,Tinggi,Veterinary Nursing,Over 23 years old,Reguler (Siang),Perempuan,24-27,25,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,110.0,130.0,6,3,11.666666666666666,6,2,11.333333333333334,41.7,11.5,Rendah (25-50%),11.1,0.6,2.02
STD-3743,Enrolled,Masih Aktif,,80.4,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,109.7,117.0,6,5,12.2,6,4,13.0,75.0,12.6,Sedang (50-75%),9.4,-0.8,-3.12
STD-4080,Enrolled,Masih Aktif,,80.2,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.2,141.0,6,5,11.4,6,4,10.75,75.0,11.08,Sedang (50-75%),12.7,3.7,-1.7
STD-3641,Enrolled,Masih Aktif,,79.8,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,121.8,127.0,6,4,14.0,6,3,11.0,58.3,12.5,Sedang (50-75%),9.4,-0.8,-3.12
STD-3761,Enrolled,Masih Aktif,,79.5,Tinggi,Advertising & Marketing,Change of course,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.3,141.0,6,4,13.75,6,5,11.2,75.0,12.48,Sedang (50-75%),13.9,-0.3,0.79
STD-3991,Enrolled,Masih Aktif,,79.4,Tinggi,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,150.0,150.0,6,6,13.0,6,2,12.0,66.7,12.5,Sedang (50-75%),12.4,0.5,1.79
STD-4401,Enrolled,Masih Aktif,,79.4,Tinggi,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.0,141.0,5,4,13.0,5,3,12.333333333333334,70.0,12.67,Sedang (50-75%),7.6,2.6,0.32
STD-4235,Enrolled,Masih Aktif,,79.3,Tinggi,Management (evening),1st phase - general,Kelas Malam,Laki-laki,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,113.6,122.0,5,2,11.5,5,3,12.0,50.0,11.75,Rendah (25-50%),7.6,2.6,0.32
STD-4051,Enrolled,Masih Aktif,,79.1,Tinggi,Animation & Multimedia,2nd phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Ya,Domestik,117.0,125.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-4330,Enrolled,Masih Aktif,,79.0,Tinggi,Management,Holder of other higher course,Reguler (Siang),Perempuan,28-35,33,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,120.0,8,5,12.6,7,5,11.25,66.7,11.92,Sedang (50-75%),10.8,1.4,1.74
STD-3818,Enrolled,Masih Aktif,,78.5,Tinggi,Oral Hygiene,Over 23 years old,Reguler (Siang),Perempuan,24-27,25,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,159.0,130.0,7,7,11.857142857142858,8,5,11.7,80.0,11.78,Baik (>75%),12.4,0.5,1.79
STD-3948,Enrolled,Masih Aktif,,78.3,Tinggi,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Tidak,Ya,Tidak,Domestik,116.1,122.0,5,4,11.0,5,2,12.0,60.0,11.5,Sedang (50-75%),8.9,1.4,3.51
STD-3749,Enrolled,Masih Aktif,,78.0,Tinggi,Social Service,1st phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,121.0,135.0,6,5,11.2,6,1,10.0,50.0,10.6,Rendah (25-50%),7.6,2.6,0.32
STD-4238,Enrolled,Masih Aktif,,77.7,Tinggi,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.8,127.0,5,2,14.5,5,3,11.333333333333334,50.0,12.92,Rendah (25-50%),12.7,3.7,-1.7
STD-3997,Enrolled,Masih Aktif,,77.3,Tinggi,Veterinary Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.8,138.0,5,2,11.5,5,3,11.8,50.0,11.65,Rendah (25-50%),10.8,1.4,1.74
STD-3764,Enrolled,Masih Aktif,,77.2,Tinggi,Animation & Multimedia,1st phase - Azores,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,144.7,137.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-3907,Enrolled,Masih Aktif,,77.1,Tinggi,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.8,120.0,5,4,11.5,5,2,10.333333333333334,60.0,10.92,Sedang (50-75%),10.8,1.4,1.74
STD-4178,Enrolled,Masih Aktif,,76.9,Tinggi,Management,Transfer,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,112.3,139.0,5,2,11.5,5,3,10.857142857142858,50.0,11.18,Rendah (25-50%),10.8,1.4,1.74
STD-4126,Enrolled,Masih Aktif,,76.8,Tinggi,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Ya,Domestik,110.7,118.0,6,2,10.333333333333334,6,3,13.333333333333334,41.7,11.83,Rendah (25-50%),12.7,3.7,-1.7
STD-4314,Enrolled,Masih Aktif,,76.7,Tinggi,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,150.0,150.0,6,3,12.0,6,3,11.666666666666666,50.0,11.83,Rendah (25-50%),15.5,2.8,-4.06
STD-3969,Enrolled,Masih Aktif,,76.6,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,106.1,112.0,6,5,12.333333333333334,6,5,11.0,83.3,11.67,Baik (>75%),15.5,2.8,-4.06
STD-3752,Enrolled,Masih Aktif,,76.6,Tinggi,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,121.0,135.0,6,5,10.6,6,2,10.0,58.3,10.3,Sedang (50-75%),7.6,2.6,0.32
STD-3806,Enrolled,Masih Aktif,,76.4,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,115.1,120.0,6,4,12.0,6,4,10.75,66.7,11.38,Sedang (50-75%),15.5,2.8,-4.06
STD-3855,Enrolled,Masih Aktif,,76.4,Tinggi,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Ya,Ya,Tidak,Domestik,142.8,147.0,5,5,12.8,5,4,12.0,90.0,12.4,Baik (>75%),11.1,0.6,2.02
STD-4302,Enrolled,Masih Aktif,,76.3,Tinggi,Management,1st phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Ya,Lunas,Ya,Tidak,Tidak,Domestik,111.6,120.0,5,5,12.6,5,3,12.833333333333334,80.0,12.72,Baik (>75%),10.8,1.4,1.74
STD-4346,Enrolled,Masih Aktif,,76.3,Tinggi,Oral Hygiene,International student,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Internasional,114.0,114.0,7,0,0.0,7,2,11.666666666666666,14.3,5.83,Kritis (<25%),8.9,1.4,3.51
STD-4150,Enrolled,Masih Aktif,,75.6,Tinggi,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,111.8,117.0,5,3,12.0,5,2,11.0,50.0,11.5,Rendah (25-50%),7.6,2.6,0.32
STD-3865,Enrolled,Masih Aktif,,75.5,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,126.9,122.0,6,4,11.0,6,3,11.666666666666666,58.3,11.33,Sedang (50-75%),9.4,-0.8,-3.12
STD-4060,Enrolled,Masih Aktif,,75.2,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Perempuan,>35,43,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,150.0,5,3,10.666666666666666,5,4,12.5,70.0,11.58,Sedang (50-75%),9.4,-0.8,-3.12
STD-4270,Enrolled,Masih Aktif,,75.1,Tinggi,Veterinary Nursing,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,122.5,120.0,6,5,13.6,6,5,13.666666666666666,83.3,13.63,Baik (>75%),11.1,0.6,2.02
STD-4053,Enrolled,Masih Aktif,,75.0,Tinggi,Equinculture,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,160.0,150.0,5,4,13.75,5,3,12.0,70.0,12.88,Sedang (50-75%),9.4,-0.8,-3.12
STD-3988,Enrolled,Masih Aktif,,74.6,Tinggi,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,17,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.5,127.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-4028,Enrolled,Masih Aktif,,74.6,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Laki-laki,>35,42,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,114.3,110.0,6,5,12.4,6,5,11.8,83.3,12.1,Baik (>75%),7.6,2.6,0.32
STD-4404,Enrolled,Masih Aktif,,74.5,Tinggi,Management,1st phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,134.7,134.0,5,4,11.75,5,3,11.0,70.0,11.38,Sedang (50-75%),7.6,2.6,0.32
STD-4318,Enrolled,Masih Aktif,,74.3,Tinggi,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.0,140.0,6,5,13.0,6,2,11.5,58.3,12.25,Sedang (50-75%),12.4,0.5,1.79
STD-3961,Enrolled,Masih Aktif,,74.3,Tinggi,Tourism,Change of course,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,122.1,135.0,6,3,12.5,6,4,11.0,58.3,11.75,Sedang (50-75%),12.7,3.7,-1.7
STD-3908,Enrolled,Masih Aktif,,74.2,Tinggi,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.4,118.0,5,2,10.5,5,4,11.75,60.0,11.12,Sedang (50-75%),12.4,0.5,1.79
STD-4022,Enrolled,Masih Aktif,,74.1,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,>35,37,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,127.8,130.0,5,4,10.75,5,3,11.333333333333334,70.0,11.04,Sedang (50-75%),7.6,2.6,0.32
STD-4345,Enrolled,Masih Aktif,,74.1,Tinggi,Management,1st phase - Azores,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.3,126.0,5,3,10.8,5,3,10.5,60.0,10.65,Sedang (50-75%),13.9,-0.3,0.79
STD-4116,Enrolled,Masih Aktif,,73.7,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Laki-laki,28-35,30,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,125.3,120.0,7,4,14.4,7,6,13.5,71.4,13.95,Sedang (50-75%),12.4,0.5,1.79
STD-4062,Enrolled,Masih Aktif,,73.7,Tinggi,Informatics Engineering,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.6,135.0,5,4,12.0,5,3,13.0,70.0,12.5,Sedang (50-75%),7.6,2.6,0.32
STD-4010,Enrolled,Masih Aktif,,73.6,Tinggi,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.0,130.0,5,2,10.5,5,4,12.25,60.0,11.38,Sedang (50-75%),10.8,1.4,1.74
STD-3805,Enrolled,Masih Aktif,,73.5,Tinggi,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,130.0,130.0,6,5,12.8,6,2,11.5,58.3,12.15,Sedang (50-75%),12.4,0.5,1.79
STD-3695,Enrolled,Masih Aktif,,73.4,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Menunggak,Ya,Ya,Tidak,Domestik,116.6,125.0,7,7,12.285714285714286,7,6,13.333333333333334,92.9,12.81,Baik (>75%),8.9,1.4,3.51
STD-4207,Enrolled,Masih Aktif,,73.4,Tinggi,Management (evening),Change of institution/course,Kelas Malam,Laki-laki,24-27,24,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,128.2,120.0,10,7,10.714285714285714,10,9,12.555555555555555,80.0,11.63,Baik (>75%),12.4,0.5,1.79
STD-3975,Enrolled,Masih Aktif,,73.3,Tinggi,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Ya,Domestik,122.6,125.0,6,5,11.833333333333334,6,2,11.5,58.3,11.67,Sedang (50-75%),13.9,-0.3,0.79
STD-4229,Enrolled,Masih Aktif,,73.1,Tinggi,Advertising & Marketing,2nd phase - general,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,133.4,140.0,6,4,11.25,6,4,10.428571428571429,66.7,10.84,Sedang (50-75%),10.8,1.4,1.74
STD-3845,Enrolled,Masih Aktif,,73.0,Tinggi,Tourism,3rd phase - general,Reguler (Siang),Laki-laki,24-27,26,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,123.3,118.0,6,4,10.0,6,3,12.0,58.3,11.0,Sedang (50-75%),9.4,-0.8,-3.12
STD-3790,Enrolled,Masih Aktif,,72.3,Tinggi,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,130.0,6,4,11.25,6,3,10.0,58.3,10.62,Sedang (50-75%),9.4,-0.8,-3.12
STD-4386,Enrolled,Masih Aktif,,72.0,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,132.5,150.0,6,4,12.25,6,5,11.6,75.0,11.92,Sedang (50-75%),10.8,1.4,1.74
STD-4063,Enrolled,Masih Aktif,,71.8,Tinggi,Veterinary Nursing,Change of course,Reguler (Siang),Laki-laki,21-23,21,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,160.0,5,0,0.0,5,3,11.666666666666666,30.0,5.83,Rendah (25-50%),9.4,-0.8,-3.12
STD-3744,Enrolled,Masih Aktif,,71.7,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,123.2,120.0,5,3,10.666666666666666,5,4,11.4,70.0,11.03,Sedang (50-75%),10.8,1.4,1.74
STD-3922,Enrolled,Masih Aktif,,71.6,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,25,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,127.7,133.1,5,4,12.5,5,4,11.0,80.0,11.75,Baik (>75%),13.9,-0.3,0.79
STD-3894,Enrolled,Masih Aktif,,71.4,Tinggi,Journalism & Comm,3rd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,122.2,125.0,6,5,12.6,6,5,11.8,83.3,12.2,Baik (>75%),11.1,0.6,2.02
STD-4185,Enrolled,Masih Aktif,,71.4,Tinggi,Management,Holder of other higher course,Reguler (Siang),Perempuan,28-35,33,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,110.0,110.0,8,6,12.833333333333334,5,4,12.0,76.9,12.42,Baik (>75%),11.1,0.6,2.02
STD-3974,Enrolled,Masih Aktif,,71.4,Tinggi,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,17,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.8,140.0,8,5,12.46,8,5,12.46,62.5,12.46,Sedang (50-75%),10.8,1.4,1.74
STD-3657,Enrolled,Masih Aktif,,71.4,Tinggi,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,113.4,120.0,5,3,10.333333333333334,5,3,10.666666666666666,60.0,10.5,Sedang (50-75%),12.4,0.5,1.79
STD-3946,Enrolled,Masih Aktif,,71.3,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,112.2,108.0,6,5,10.8,6,3,10.0,66.7,10.4,Sedang (50-75%),9.4,-0.8,-3.12
STD-4020,Enrolled,Masih Aktif,,71.2,Tinggi,Equinculture,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,110.0,130.0,6,6,11.333333333333334,6,3,11.333333333333334,75.0,11.33,Sedang (50-75%),16.2,0.3,-0.92
STD-3746,Enrolled,Masih Aktif,,71.0,Tinggi,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.0,129.0,5,2,10.5,5,3,12.333333333333334,50.0,11.42,Rendah (25-50%),7.6,2.6,0.32
